Statistical profiling result from sinConsoleLog.log, (5004 ticks, 10 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2  100.0%          LazyCompile: *compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%            LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1    8.3%        LazyCompile: ~quotedString /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      1  100.0%          LazyCompile: ~pushSource /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      1  100.0%            LazyCompile: ~append /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      1    8.3%        LazyCompile: ~getset /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/color/index.js:431:16
      1  100.0%          Eval: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/color/index.js:1:1
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1039:37
      1    8.3%        LazyCompile: ~FastBuffer internal/buffer.js:957:14
      1  100.0%          LazyCompile: ~createUnsafeBuffer buffer.js:153:28
      1  100.0%            LazyCompile: ~allocUnsafeSlow buffer.js:396:50
      1    8.3%        LazyCompile: *setupHelperArgs /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      1  100.0%          LazyCompile: *invokeAmbiguous /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%            LazyCompile: *compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1    8.3%        LazyCompile: *compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: ~compileInput /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%            LazyCompile: ~ret /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      6    7.2%      LazyCompile: *createUnsafeBuffer buffer.js:153:28
      4   66.7%        LazyCompile: ~allocUnsafeSlow buffer.js:396:50
      4  100.0%          LazyCompile: ~readFileAfterStat fs.js:294:27
      2   33.3%        LazyCompile: ~createPool buffer.js:162:20
      2  100.0%          LazyCompile: ~fromStringFast buffer.js:426:24
      2  100.0%            LazyCompile: ~fromString buffer.js:445:20
      3    3.6%      LazyCompile: *setupHelperArgs /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      3  100.0%        LazyCompile: *invokeAmbiguous /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      3  100.0%          LazyCompile: *compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      3  100.0%            LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      3    3.6%      LazyCompile: *compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2   66.7%        LazyCompile: ~compileInput /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2  100.0%          LazyCompile: ~ret /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      2  100.0%            LazyCompile: ~ExpressHandlebars._renderTemplate /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      1   33.3%        LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1  100.0%          LazyCompile: *step /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%            LazyCompile: *fulfilled /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      3    3.6%      LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:167:47
      3  100.0%        LazyCompile: *step /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      2   66.7%          LazyCompile: *ExpressHandlebars.getTemplate /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:162:56
      2  100.0%            LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:208:81
      1   33.3%          LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1  100.0%            LazyCompile: *step /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      2    2.4%      LazyCompile: ~SubExpression /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:236:40
      2  100.0%        LazyCompile: ~MustacheStatement /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:215:48
      1   50.0%          LazyCompile: ~accept /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%            LazyCompile: ~Program /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      1   50.0%          LazyCompile: *accept /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%            LazyCompile: ~Program /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      2    2.4%      LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:462:28
      2  100.0%        LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:816:35
      2  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:725:24
      2  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:966:36
      2    2.4%      LazyCompile: *opcode /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:347:26
      1   50.0%        LazyCompile: ~ambiguousSexpr /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:248:42
      1  100.0%          LazyCompile: ~SubExpression /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:236:40
      1  100.0%            LazyCompile: ~MustacheStatement /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:215:48
      1   50.0%        LazyCompile: ~PathExpression /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:289:42
      1  100.0%          LazyCompile: ~accept /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%            LazyCompile: ~ambiguousSexpr /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:248:42
      2    2.4%      LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:368:47
      2  100.0%        LazyCompile: *step /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      2  100.0%          LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:167:47
      2  100.0%            LazyCompile: *step /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1    1.2%      LazyCompile: ~writeHead _http_server.js:254:19
      1  100.0%        LazyCompile: ~writeHead /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/on-headers/index.js:28:29
      1  100.0%          LazyCompile: ~_implicitHeader _http_server.js:249:68
      1  100.0%            LazyCompile: ~end /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/compression/index.js:92:28
      1    1.2%      LazyCompile: ~setUnrefTimeout internal/timers.js:370:25
      1  100.0%        LazyCompile: ~setStreamTimeout internal/stream_base_commons.js:243:26
      1  100.0%          LazyCompile: ~makeConnection /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/cmap/connect.js:241:24
      1  100.0%            LazyCompile: ~connect /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/cmap/connect.js:30:17
      1    1.2%      LazyCompile: ~readFileAfterStat fs.js:294:27
      1    1.2%      LazyCompile: ~processWaitQueue /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/sdam/topology.js:589:26
      1  100.0%        LazyCompile: ~selectServer /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/sdam/topology.js:279:17
      1  100.0%          LazyCompile: ~connect /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/sdam/topology.js:171:12
      1  100.0%            LazyCompile: ~createTopology /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/operations/connect.js:44:24
      1    1.2%      LazyCompile: ~prepareStackTrace internal/errors.js:81:27
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~addCodeToName internal/errors.js:166:61
      1  100.0%            LazyCompile: ~NodeError internal/errors.js:309:16
      1    1.2%      LazyCompile: ~parserOnHeadersComplete _http_common.js:76:33
      1    1.2%      LazyCompile: ~ownProp /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/common.js:9:18
      1  100.0%        LazyCompile: *Glob._process /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:295:36
      1  100.0%          LazyCompile: ~Glob._processGlobStar2 /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:631:45
      1  100.0%            LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:625:43
      1    1.2%      LazyCompile: ~onParseComplete internal/url.js:250:25
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~URL internal/url.js:338:14
      1  100.0%            LazyCompile: ~pathToFileURL internal/url.js:1408:23
      1    1.2%      LazyCompile: ~createTopology /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/operations/connect.js:44:24
      1  100.0%        LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/operations/connect.js:32:67
      1  100.0%          LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/connection_string.js:72:39
      1  100.0%            LazyCompile: ~onresolve dns.js:204:19
      1    1.2%      LazyCompile: ~createDebug /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mquery/node_modules/debug/src/common.js:60:22
      1  100.0%        Eval: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mquery/lib/mquery.js:1:1
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1039:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1094:37
      1    1.2%      LazyCompile: ~create /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars.runtime.js:40:16
      1  100.0%        Eval: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars.runtime.js:1:1
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1039:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1094:37
      1    1.2%      LazyCompile: ~connect _tls_wrap.js:1582:35
      1  100.0%        LazyCompile: ~makeConnection /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/cmap/connect.js:241:24
      1  100.0%          LazyCompile: ~connect /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/cmap/connect.js:30:17
      1  100.0%            LazyCompile: ~measureRoundTripTime /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/sdam/monitor.js:280:30
      1    1.2%      LazyCompile: ~compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:490:17
      1  100.0%        LazyCompile: ~hb.compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars.js:38:25
      1  100.0%          LazyCompile: ~ExpressHandlebars._compileTemplate /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:313:61
      1  100.0%            LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:181:44
      1    1.2%      LazyCompile: ~command /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/cmap/connection.js:247:12
      1  100.0%        LazyCompile: ~measureRoundTripTime /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/sdam/monitor.js:280:30
      1  100.0%          LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/sdam/monitor.js:296:44
      1  100.0%            LazyCompile: ~listOnTimeout internal/timers.js:505:25
      1    1.2%      LazyCompile: ~classifySexpr /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:363:40
      1  100.0%        LazyCompile: ~SubExpression /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:236:40
      1  100.0%          LazyCompile: ~MustacheStatement /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:215:48
      1  100.0%            LazyCompile: ~accept /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1    1.2%      LazyCompile: ~captureLargerStackTrace internal/errors.js:409:35
      1  100.0%        LazyCompile: ~addCodeToName internal/errors.js:166:61
      1  100.0%          LazyCompile: ~NodeError internal/errors.js:309:16
      1  100.0%            LazyCompile: ~onParseError internal/url.js:269:22
      1    1.2%      LazyCompile: ~arrayClone events.js:757:20
      1  100.0%        LazyCompile: *emit events.js:349:44
      1  100.0%          LazyCompile: ~endReadableNT internal/streams/readable.js:1326:23
      1  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:67:35
      1    1.2%      LazyCompile: ~addListener events.js:496:58
      1  100.0%        LazyCompile: ~Glob /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:117:15
      1  100.0%          LazyCompile: ~glob /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:62:15
      1  100.0%            LazyCompile: ~<anonymous> internal/util.js:339:24
      1    1.2%      LazyCompile: ~_send _http_outgoing.js:307:49
      1  100.0%        LazyCompile: ~write_ _http_outgoing.js:704:16
      1  100.0%          LazyCompile: ~end _http_outgoing.js:795:45
      1  100.0%            LazyCompile: ~end /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/compression/index.js:92:28
      1    1.2%      LazyCompile: ~Glob._readdirError /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:581:41
      1  100.0%        LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:551:19
      1  100.0%          LazyCompile: ~<anonymous> fs.js:180:10
      1    1.2%      LazyCompile: ~Glob._readdirEntries /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:559:43
      1  100.0%        LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:551:19
      1  100.0%          LazyCompile: ~<anonymous> fs.js:180:10
      1    1.2%      LazyCompile: ~Glob._processGlobStar2 /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:631:45
      1  100.0%        LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:625:43
      1  100.0%          LazyCompile: ~RES /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/inflight/inflight.js:18:28
      1  100.0%            LazyCompile: ~f /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/once/once.js:22:20
      1    1.2%      LazyCompile: ~Glob._process /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:295:36
      1  100.0%        LazyCompile: ~Glob._processGlobStar2 /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:631:45
      1  100.0%          LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:625:43
      1  100.0%            LazyCompile: ~RES /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/inflight/inflight.js:18:28
      1    1.2%      LazyCompile: ~<anonymous> _tls_common.js:207:37
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~createSecureContext _tls_common.js:95:59
      1  100.0%            LazyCompile: ~connect _tls_wrap.js:1582:35
      1    1.2%      LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:625:43
      1  100.0%        LazyCompile: *RES /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/inflight/inflight.js:18:28
      1  100.0%          LazyCompile: ~f /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/once/once.js:22:20
      1  100.0%            LazyCompile: *RES /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/inflight/inflight.js:18:28
      1    1.2%      LazyCompile: *readFileAfterStat fs.js:294:27
      1    1.2%      LazyCompile: *module.exports /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/utils-merge/index.js:16:36
      1  100.0%        LazyCompile: ~render /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express/lib/application.js:531:29
      1  100.0%          LazyCompile: ~render /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express/lib/response.js:994:29
      1  100.0%            LazyCompile: ~info file:///home/leopoldo/CoderHouse/backend/backend_entregables/clase%2016%20-%20Logs%20debug%20profiling/src/controllers/info.controllers.js:6:21
      1    1.2%      LazyCompile: *join path.js:1142:7
      1  100.0%        LazyCompile: ~pipe /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/send/index.js:510:43
      1  100.0%          LazyCompile: ~serveStatic /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/serve-static/index.js:72:31
      1  100.0%            LazyCompile: ~handle /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express/lib/router/layer.js:86:49
      1    1.2%      LazyCompile: *PathExpression /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:289:42
      1  100.0%        LazyCompile: *SubExpression /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:236:40
      1  100.0%          LazyCompile: ~MustacheStatement /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:215:48
      1  100.0%            LazyCompile: *Program /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      1    1.2%      LazyCompile: *Glob._readdir /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:525:36
      1  100.0%        LazyCompile: *Glob._process /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:295:36
      1  100.0%          LazyCompile: ~Glob /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:117:15
      1  100.0%            LazyCompile: ~glob /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:62:15
      1    1.2%      LazyCompile: *Glob._process /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:295:36
      1  100.0%        LazyCompile: *Glob._processGlobStar2 /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:631:45
      1  100.0%          LazyCompile: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/glob/glob.js:625:43
      1  100.0%            LazyCompile: *RES /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/inflight/inflight.js:18:28
      1    1.2%      LazyCompile: *<anonymous> :1:20
      1  100.0%        LazyCompile: ~main /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/runtime.js:207:18
      1  100.0%          LazyCompile: ~ret /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/runtime.js:188:15
      1  100.0%            LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1    1.2%      Eval: ~<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/mongodb/lib/connection_string.js:1:1
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1039:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1094:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:938:33

     70    1.4%  epoll_pwait

     55    1.1%  LazyCompile: *wrap /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:101:22
     22   40.0%    LazyCompile: *invokeAmbiguous /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
     22  100.0%      LazyCompile: *compile /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
     12   54.5%        LazyCompile: *<anonymous> /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:227:47
     12  100.0%          LazyCompile: *step /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:31:18
     12  100.0%            LazyCompile: *fulfilled /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:21:27
     10   45.5%        LazyCompile: ~compileInput /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
     10  100.0%          LazyCompile: ~ret /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
     10  100.0%            LazyCompile: ~ExpressHandlebars._renderTemplate /home/leopoldo/CoderHouse/backend/backend_entregables/clase 16 - Logs debug profiling/node_modules/express-handlebars/dist/express-handlebars.js:321:60
